mse_base,mse_prop
3.141178,3.1455796
3.1402628,3.144163
3.1424954,3.1438184
3.1428773,3.1525226
3.1481612,3.1505067
3.1480691,3.1636984
3.151863,3.1436753
3.146046,3.155601
3.1434257,3.1511
3.1516368,3.1597576
